Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00    3200/3200        alglib_impl::ae_isfinite(double, alglib_impl::ae_state*) [70]
                0.00    0.00    3200/82400       alglib_impl::ae_maxreal(double, double, alglib_impl::ae_state*) [40]
                                3200             alglib_impl::xblas_xfastpow(double, long, alglib_impl::ae_state*) [73]
-----------------------------------------------
                0.00    0.00    2880/2880        alglib_impl::rcond_rmatrixestimatenorm(long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_vector*, double*, long*, alglib_impl::ae_state*) [80]
[74]     0.0    0.00    0.00    2880         alglib_impl::ae_sign(double, alglib_impl::ae_state*) [74]
-----------------------------------------------
                0.00    0.00      80/2720        alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
                0.00    0.00      80/2720        alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
                0.00    0.00     160/2720        alglib::ae_vector_wrapper::ae_vector_wrapper(long) [117]
                0.00    0.00     480/2720        alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00     640/2720        alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
                0.00    0.00    1280/2720        alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
[75]     0.0    0.00    0.00    2720         alglib_impl::ae_vector_init(alglib_impl::ae_vector*, long, long, alglib_impl::ae_state*, bool) [75]
                0.00    0.00    2720/6480        alglib_impl::ae_malloc(unsigned long, alglib_impl::ae_state*) [62]
-----------------------------------------------
                0.00    0.00     880/2400        alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
                0.00    0.00    1520/2400        alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
[76]     0.0    0.00    0.00    2400         alglib_impl::ae_minint(long, long, alglib_impl::ae_state*) [76]
-----------------------------------------------
                0.00    0.00      80/1920        convertMMatrix(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >) [123]
                0.00    0.00      80/1920        mY(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >&, std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >&) [125]
                0.00    0.00      80/1920        mM(double, double, std::vector<double, std::allocator<double> >&, double, int) [17]
                0.00    0.00      80/1920        mV(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, double, double, double, int, double) [6]
                0.00    0.00      80/1920        K(int, double, double) [124]
                0.00    0.00      80/1920        mZ(std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, double, std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >&, std::vector<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >, std::allocator<std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > > > >&) [126]
                0.00    0.00     720/1920        A(double, double, int, std::vector<double, std::allocator<double> >&, int) [13]
                0.00    0.00     720/1920        B(double, double, int, std::vector<double, std::allocator<double> >&, int) [14]
[77]     0.0    0.00    0.00    1920         std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::_M_default_append(unsigned long) [77]
-----------------------------------------------
                0.00    0.00      80/1760        alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00      80/1760        alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
                0.00    0.00      80/1760        alglib_impl::rmatrixsolve(alglib_impl::ae_matrix*, long, alglib_impl::ae_vector*, long*, alglib_impl::densesolverreport*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [130]
                0.00    0.00      80/1760        alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
                0.00    0.00     160/1760        alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
                0.00    0.00    1280/1760        alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
[78]     0.0    0.00    0.00    1760         alglib_impl::ae_frame_make(alglib_impl::ae_state*, alglib_impl::ae_frame*) [78]
-----------------------------------------------
                0.00    0.00      80/1760        alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00      80/1760        alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
                0.00    0.00      80/1760        alglib_impl::rmatrixsolve(alglib_impl::ae_matrix*, long, alglib_impl::ae_vector*, long*, alglib_impl::densesolverreport*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [130]
                0.00    0.00      80/1760        alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
                0.00    0.00     160/1760        alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
                0.00    0.00    1280/1760        alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
[79]     0.0    0.00    0.00    1760         alglib_impl::ae_frame_leave(alglib_impl::ae_state*) [79]
                0.00    0.00    2800/3200        alglib_impl::ae_free(void*) [71]
-----------------------------------------------
                0.00    0.00    1600/1600        alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
[80]     0.0    0.00    0.00    1600         alglib_impl::rcond_rmatrixestimatenorm(long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_vector*, double*, long*, alglib_impl::ae_state*) [80]
                0.00    0.00   13760/100400      alglib_impl::ae_fabs(double, alglib_impl::ae_state*) [37]
                0.00    0.00    5760/10320       alglib_impl::ae_fp_greater_eq(double, double) [57]
                0.00    0.00    2880/27440       alglib_impl::ae_fp_greater(double, double) [48]
                0.00    0.00    2880/2880        alglib_impl::ae_sign(double, alglib_impl::ae_state*) [74]
                0.00    0.00    2880/10000       alglib_impl::ae_fp_less(double, double) [60]
                0.00    0.00     960/3280        alglib_impl::ae_vector_set_length(alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [69]
                0.00    0.00     320/53760       alglib_impl::ae_v_len(long, long) [41]
                0.00    0.00     320/6480        alglib_impl::ae_v_move(double*, long, double const*, long, long) [63]
-----------------------------------------------
                0.00    0.00    1360/1360        alglib_impl::safesolve_cbasicsolveandupdate(alglib_impl::ae_complex, alglib_impl::ae_complex, double, double, double, double*, alglib_impl::ae_complex*, alglib_impl::ae_state*) [56]
[81]     0.0    0.00    0.00    1360         alglib_impl::ae_complex_from_i(long) [81]
-----------------------------------------------
                0.00    0.00    1280/1280        alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
[82]     0.0    0.00    0.00    1280         alglib_impl::rmatrixscaledtrsafesolve(alglib_impl::ae_matrix*, double, long, alglib_impl::ae_vector*, bool, long, bool, double, alglib_impl::ae_state*) [82]
                0.00    0.00   23040/23040       alglib_impl::ae_complex_from_d(double) [49]
                0.00    0.00   20480/53760       alglib_impl::ae_v_len(long, long) [41]
                0.00    0.00   11520/100400      alglib_impl::ae_fabs(double, alglib_impl::ae_state*) [37]
                0.00    0.00   11520/82400       alglib_impl::ae_maxreal(double, double, alglib_impl::ae_state*) [40]
                0.00    0.00   11520/11520       alglib_impl::safesolve_cbasicsolveandupdate(alglib_impl::ae_complex, alglib_impl::ae_complex, double, double, double, double*, alglib_impl::ae_complex*, alglib_impl::ae_state*) [56]
                0.00    0.00   10240/10240       alglib_impl::ae_v_moved(double*, long, double const*, long, long, double) [58]
                0.00    0.00    5120/16960       alglib_impl::ae_v_dotproduct(double const*, long, double const*, long, long) [51]
                0.00    0.00    5120/5120        alglib_impl::ae_v_subd(double*, long, double const*, long, long, double) [66]
                0.00    0.00    2560/6240        alglib_impl::ae_assert(bool, char const*, alglib_impl::ae_state*) [64]
                0.00    0.00    1280/1760        alglib_impl::ae_frame_make(alglib_impl::ae_state*, alglib_impl::ae_frame*) [78]
                0.00    0.00    1280/2720        alglib_impl::ae_vector_init(alglib_impl::ae_vector*, long, long, alglib_impl::ae_state*, bool) [75]
                0.00    0.00    1280/31200       alglib_impl::ae_log(double, alglib_impl::ae_state*) [47]
                0.00    0.00    1280/3280        alglib_impl::ae_vector_set_length(alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [69]
                0.00    0.00    1280/1760        alglib_impl::ae_frame_leave(alglib_impl::ae_state*) [79]
-----------------------------------------------
                0.00    0.00     160/960         alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00     160/960         alglib_impl::rcondthreshold(alglib_impl::ae_state*) [104]
                0.00    0.00     640/960         alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
[83]     0.0    0.00    0.00     960         alglib_impl::ae_sqrt(double, alglib_impl::ae_state*) [83]
-----------------------------------------------
                0.00    0.00     720/720         solve(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [127]
[84]     0.0    0.00    0.00     720         alglib::real_1d_array::operator[](long) [84]
-----------------------------------------------
                0.00    0.00     640/640         alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
[85]     0.0    0.00    0.00     640         alglib_impl::ae_v_moveneg(double*, long, double const*, long, long) [85]
-----------------------------------------------
                0.00    0.00     640/640         alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
[86]     0.0    0.00    0.00     640         alglib_impl::rmatrixrank1(long, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [86]
                0.00    0.00     640/640         alglib_impl::_ialglib_rmatrixrank1(long, long, double*, long, double*, double*) [88]
                0.00    0.00     640/640         alglib_impl::_ialglib_i_rmatrixrank1f(long, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, long) [89]
                0.00    0.00     640/640         alglib_impl::rmatrixrank1f(long, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [87]
-----------------------------------------------
                0.00    0.00     640/640         alglib_impl::rmatrixrank1(long, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [86]
[87]     0.0    0.00    0.00     640         alglib_impl::rmatrixrank1f(long, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [87]
-----------------------------------------------
                0.00    0.00     640/640         alglib_impl::rmatrixrank1(long, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [86]
[88]     0.0    0.00    0.00     640         alglib_impl::_ialglib_rmatrixrank1(long, long, double*, long, double*, double*) [88]
-----------------------------------------------
                0.00    0.00     640/640         alglib_impl::rmatrixrank1(long, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, long, alglib_impl::ae_state*) [86]
[89]     0.0    0.00    0.00     640         alglib_impl::_ialglib_i_rmatrixrank1f(long, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, long, alglib_impl::ae_vector*, long) [89]
-----------------------------------------------
                0.00    0.00     280/600         rungeKutta4(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double) [2]
                0.00    0.00     320/600         step(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[90]     0.0    0.00    0.00     600         operator+(std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >) [90]
-----------------------------------------------
                0.00    0.00     480/480         alglib_impl::rmatrixlefttrsm(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [106]
[91]     0.0    0.00    0.00     480         alglib_impl::imax2(long, long, alglib_impl::ae_state*) [91]
-----------------------------------------------
                0.00    0.00      80/400         alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00      80/400         alglib::densesolverreport::~densesolverreport() [148]
                0.00    0.00      80/400         alglib::_densesolverreport_owner::_densesolverreport_owner() [149]
                0.00    0.00      80/400         alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
                0.00    0.00      80/400         alglib_impl::rmatrixsolve(alglib_impl::ae_matrix*, long, alglib_impl::ae_vector*, long*, alglib_impl::densesolverreport*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [130]
[92]     0.0    0.00    0.00     400         alglib_impl::ae_touch_ptr(void*) [92]
-----------------------------------------------
                0.00    0.00      80/400         alglib::ae_matrix_wrapper::ae_matrix_wrapper(long) [144]
                0.00    0.00     160/400         alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
                0.00    0.00     160/400         alglib_impl::rmatrixsolve(alglib_impl::ae_matrix*, long, alglib_impl::ae_vector*, long*, alglib_impl::densesolverreport*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [130]
[93]     0.0    0.00    0.00     400         alglib_impl::ae_matrix_init(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_state*, bool) [93]
-----------------------------------------------
                0.00    0.00     400/400         alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
[94]     0.0    0.00    0.00     400         alglib_impl::ae_v_add(double*, long, double const*, long, long) [94]
-----------------------------------------------
                0.00    0.00     400/400         alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
[95]     0.0    0.00    0.00     400         alglib::_densesolverlsreport_owner::~_densesolverlsreport_owner() [95]
                0.00    0.00    6400/53760       alglib_impl::ae_v_len(long, long) [41]
                0.00    0.00    6400/16960       alglib_impl::ae_v_dotproduct(double const*, long, double const*, long, long) [51]
-----------------------------------------------
                0.00    0.00     320/320         step(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >&, std::vector<double, std::allocator<double> >&, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [1]
[96]     0.0    0.00    0.00     320         multipl(std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >&, std::vector<double, std::allocator<double> >&) [96]
-----------------------------------------------
                0.00    0.00     280/280         rungeKutta4(int, double, double, double, double, bool, bool, bool, std::vector<double, std::allocator<double> >, std::vector<double, std::allocator<double> >, int, double, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, double) [2]
[97]     0.0    0.00    0.00     280         multipl(double, std::vector<double, std::allocator<double> >&) [97]
-----------------------------------------------
                0.00    0.00      80/240         alglib_impl::rmatrixsolve(alglib_impl::ae_matrix*, long, alglib_impl::ae_vector*, long*, alglib_impl::densesolverreport*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [130]
                0.00    0.00      80/240         alglib_impl::rmatrixplu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [129]
                0.00    0.00      80/240         alglib_impl::rmatrixlu(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_vector*, alglib_impl::ae_state*) [138]
[98]     0.0    0.00    0.00     240         alglib_impl::ae_vector_clear(alglib_impl::ae_vector*) [98]
-----------------------------------------------
                0.00    0.00      80/240         alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
                0.00    0.00     160/240         alglib_impl::rmatrixlefttrsm(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [106]
[99]     0.0    0.00    0.00     240         alglib_impl::matrixtilesizea(alglib_impl::ae_state*) [99]
-----------------------------------------------
                0.00    0.00      80/240         alglib_impl::rmatrixplurec(alglib_impl::ae_matrix*, long, long, long, alglib_impl::ae_vector*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [132]
                0.00    0.00     160/240         alglib_impl::rmatrixlefttrsm(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [106]
[100]    0.0    0.00    0.00     240         alglib_impl::matrixtilesizeb(alglib_impl::ae_state*) [100]
-----------------------------------------------
                0.00    0.00      80/240         alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00      80/240         alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
                0.00    0.00      80/240         alglib_impl::rmatrixsolve(alglib_impl::ae_matrix*, long, alglib_impl::ae_vector*, long*, alglib_impl::densesolverreport*, alglib_impl::ae_vector*, alglib_impl::ae_state*) [130]
[101]    0.0    0.00    0.00     240         alglib_impl::ae_matrix_set_length(alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [101]
                0.00    0.00     240/6480        alglib_impl::ae_malloc(unsigned long, alglib_impl::ae_state*) [62]
-----------------------------------------------
                0.00    0.00      80/160         alglib::_densesolverreport_owner::_densesolverreport_owner() [149]
                0.00    0.00      80/160         alglib::rmatrixsolve(alglib::real_2d_array const&, long, alglib::real_1d_array const&, long&, alglib::densesolverreport&, alglib::real_1d_array&, alglib::xparams) [140]
[102]    0.0    0.00    0.00     160         alglib_impl::ae_state_init(alglib_impl::ae_state*) [102]
-----------------------------------------------
                0.00    0.00      80/160         alglib::_densesolverreport_owner::_densesolverreport_owner() [149]
                0.00    0.00      80/160         alglib::rmatrixsolve(alglib::real_2d_array const&, long, alglib::real_1d_array const&, long&, alglib::densesolverreport&, alglib::real_1d_array&, alglib::xparams) [140]
[103]    0.0    0.00    0.00     160         alglib_impl::ae_state_clear(alglib_impl::ae_state*) [103]
-----------------------------------------------
                0.00    0.00     160/160         alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
[104]    0.0    0.00    0.00     160         alglib_impl::rcondthreshold(alglib_impl::ae_state*) [104]
                0.00    0.00     160/960         alglib_impl::ae_sqrt(double, alglib_impl::ae_state*) [83]
-----------------------------------------------
                0.00    0.00      80/160         alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
                0.00    0.00      80/160         alglib_impl::rmatrixsolvem(alglib_impl::ae_matrix*, long, alglib_impl::ae_matrix*, long, bool, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [133]
[105]    0.0    0.00    0.00     160         alglib_impl::ae_matrix_clear(alglib_impl::ae_matrix*) [105]
-----------------------------------------------
                0.00    0.00     160/160         alglib_impl::directdensesolvers_rmatrixlusolveinternal(alglib_impl::ae_matrix*, alglib_impl::ae_vector*, long, alglib_impl::ae_matrix*, bool, alglib_impl::ae_matrix*, long, long*, alglib_impl::densesolverreport*, alglib_impl::ae_matrix*, alglib_impl::ae_state*) [139]
[106]    0.0    0.00    0.00     160         alglib_impl::rmatrixlefttrsm(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [106]
                0.00    0.00     480/480         alglib_impl::imax2(long, long, alglib_impl::ae_state*) [91]
                0.00    0.00     160/240         alglib_impl::matrixtilesizea(alglib_impl::ae_state*) [99]
                0.00    0.00     160/240         alglib_impl::matrixtilesizeb(alglib_impl::ae_state*) [100]
                0.00    0.00     160/6240        alglib_impl::ae_assert(bool, char const*, alglib_impl::ae_state*) [64]
                0.00    0.00     160/160         alglib_impl::rmatrixlefttrsmmkl(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [108]
                0.00    0.00     160/160         alglib_impl::_ialglib_mcopyblock(long, long, double const*, long, long, double*) [109]
                0.00    0.00     160/160         alglib_impl::_ialglib_i_rmatrixlefttrsmf(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long) [111]
                0.00    0.00     160/160         alglib_impl::rmatrixlefttrsmf(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [107]
-----------------------------------------------
                0.00    0.00     160/160         alglib_impl::rmatrixlefttrsm(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [106]
[107]    0.0    0.00    0.00     160         alglib_impl::rmatrixlefttrsmf(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [107]
-----------------------------------------------
                0.00    0.00     160/160         alglib_impl::rmatrixlefttrsm(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [106]
[108]    0.0    0.00    0.00     160         alglib_impl::rmatrixlefttrsmmkl(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [108]
-----------------------------------------------
                                 160             alglib_impl::_ialglib_mcopyblock(long, long, double const*, long, long, double*) [109]
                0.00    0.00     160/160         alglib_impl::rmatrixlefttrsm(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [106]
[109]    0.0    0.00    0.00     160+160     alglib_impl::_ialglib_mcopyblock(long, long, double const*, long, long, double*) [109]
                                 160             alglib_impl::_ialglib_mcopyblock(long, long, double const*, long, long, double*) [109]
-----------------------------------------------
                0.00    0.00      80/160         alglib::_densesolverreport_owner::_densesolverreport_owner() [149]
                0.00    0.00      80/160         alglib::rmatrixsolve(alglib::real_2d_array const&, long, alglib::real_1d_array const&, long&, alglib::densesolverreport&, alglib::real_1d_array&, alglib::xparams) [140]
[110]    0.0    0.00    0.00     160         alglib_impl::ae_state_set_break_jump(alglib_impl::ae_state*, __jmp_buf_tag (*) [1]) [110]
-----------------------------------------------
                0.00    0.00     160/160         alglib_impl::rmatrixlefttrsm(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long, alglib_impl::ae_state*) [106]
[111]    0.0    0.00    0.00     160         alglib_impl::_ialglib_i_rmatrixlefttrsmf(long, long, alglib_impl::ae_matrix*, long, long, bool, bool, long, alglib_impl::ae_matrix*, long, long) [111]
-----------------------------------------------
                0.00    0.00      80/160         alglib_impl::rmatrixlurcond1(alglib_impl::ae_matrix*, long, alglib_impl::ae_state*) [134]
                0.00    0.00      80/160         alglib_impl::rmatrixlurcondinf(alglib_impl::ae_matrix*, long, alglib_impl::ae_state*) [135]
[112]    0.0    0.00    0.00     160         alglib_impl::rcond_rmatrixrcondluinternal(alglib_impl::ae_matrix*, long, bool, bool, double, double*, alglib_impl::ae_state*) [112]
                0.00    0.00   12960/100400      alglib_impl::ae_fabs(double, alglib_impl::ae_state*) [37]
